	CD274	PDCD1	PDCD1LG2	CTLA4	samID	clust
TCGA-AK-3440-01	3.02771531940704	0.832909122935104	0.688134638736401	0.688134638736401	TCGA-AK-3440-01	1
TCGA-BP-5169-01	0.703097511413113	2.48740352998659	0.959350221334602	1.4036429994545	TCGA-BP-5169-01	1
TCGA-BP-4770-01	1.35583515363518	0.810930216216329	2.5564518169511	1.20597080698861	TCGA-BP-4770-01	1
TCGA-B4-5838-01	2.85991255041146	1.41098697371026	2.25967759198277	0.425267735404344	TCGA-B4-5838-01	3
TCGA-B0-4815-01	2.41054223449914	3.8079949350041	2.5152741864044	2.4518667957098	TCGA-B0-4815-01	1
TCGA-BP-5177-01	1.35840915763035	1.09192330051731	1.94304891677428	0.46373401623214	TCGA-BP-5177-01	2
TCGA-CZ-4865-01	1.95727390770563	1.51072193949494	2.4423470353692	0.457424847038875	TCGA-CZ-4865-01	3
TCGA-BP-5180-01	1.38879124131848	1.70656462316482	1.29198368164865	1.79508725932073	TCGA-BP-5180-01	3
TCGA-DV-5567-01	1.28647402583768	0.2390169004705	1.57069708411767	0.457424847038875	TCGA-DV-5567-01	3
TCGA-B2-5633-01	1.00430160919687	0.693147180559945	1.72455071953461	0.438254930931155	TCGA-B2-5633-01	3
TCGA-CJ-5675-01	2.29253475714054	4.14361080352502	2.75429745226753	1.99741770620125	TCGA-CJ-5675-01	2
TCGA-B0-5705-01	2.47401420862158	2.40874528882244	2.07944154167984	1.28647402583768	TCGA-B0-5705-01	2
TCGA-CW-5581-01	2.17815501461587	1.4036429994545	2.51284601847724	0.774727167552368	TCGA-CW-5581-01	2
TCGA-A3-3370-01	2.80032547721138	3.23671574299653	3.01111337559229	2.5360749363624	TCGA-A3-3370-01	2
TCGA-DV-5565-01	1.56653041142282	1.40609698841607	1.80005827204275	0.727548607277278	TCGA-DV-5565-01	3
TCGA-BP-4795-01	1.44691898293633	0.62057648772511	2.05027016437956	0.746687947487975	TCGA-BP-4795-01	3
TCGA-CJ-6033-01	1.20597080698861	1.58923520511658	1.79674701073909	0.412109650826833	TCGA-CJ-6033-01	1
TCGA-B0-4852-01	2.00821403239147	1.30019166206648	1.99197551589856	1.06125650212434	TCGA-B0-4852-01	2
TCGA-BP-4801-01	2.38416507998647	1.22671229129543	3.0842009215416	0.662687973075237	TCGA-BP-4801-01	3
TCGA-G6-A8L8-01	1.98650354602057	1.16938135955632	1.50185270175416	1.19392246847243	TCGA-G6-A8L8-01	2
TCGA-MM-A564-01	1.15688119679209	0.598836501088704	1.22082992139236	0.693147180559945	TCGA-MM-A564-01	1
TCGA-B0-5703-01	1.29746314741327	1.95302761682418	1.47017584510059	0.86288995514704	TCGA-B0-5703-01	2
TCGA-CZ-5463-01	2.48073127837752	1.67147330335355	2.52732736567195	0.959350221334602	TCGA-CZ-5463-01	2
TCGA-CW-5587-01	2.47317139356958	3.33184730352736	2.98365969231972	1.67335123817775	TCGA-CW-5587-01	2
TCGA-BP-4177-01	1.36863942588117	0.582215619852664	1.2947271675944	0.22314355131421	TCGA-BP-4177-01	3
TCGA-MM-A84U-01	1.21787570949493	2.32238772029023	2.07442899985629	0.824175442966349	TCGA-MM-A84U-01	1
TCGA-CZ-4859-01	1.66203036255327	0.636576829071551	1.72988406550997	0.476234178996372	TCGA-CZ-4859-01	2
TCGA-CZ-5458-01	1.85941811770187	2.16447179086441	2.32042501112238	1.89761985992753	TCGA-CZ-5458-01	2
TCGA-B8-A54E-01	2.2935443483419	1.08180517035173	1.24415459395877	1.78002421300963	TCGA-B8-A54E-01	3
TCGA-DV-5568-01	2.32336763217657	2.4518667957098	2.06686275947298	1.10194007876078	TCGA-DV-5568-01	1
TCGA-CJ-5677-01	1.05431202977153	1.32175583998232	1.47704872438835	0.53062825106217	TCGA-CJ-5677-01	1
TCGA-CZ-4866-01	2.26695791535089	1.09192330051731	1.71559810826249	0.378436435720245	TCGA-CZ-4866-01	3
TCGA-CJ-6028-01	2.99822915375258	2.90799335924598	3.33291854090886	2.50143595173921	TCGA-CJ-6028-01	1
TCGA-BP-5184-01	2.18041745901984	1.46787434811231	2.03731661537916	0.99694863489161	TCGA-BP-5184-01	2
TCGA-BP-5168-01	1.52605630349505	1.59330853050422	2.16676536985151	0.73716406597672	TCGA-BP-5168-01	2
TCGA-BP-5190-01	1.59127394180643	1.65249740189455	1.31908561142644	0.688134638736401	TCGA-BP-5190-01	3
TCGA-CW-6087-01	3.29620716780452	4.56736447125219	4.20499108230916	2.72129542785223	TCGA-CW-6087-01	1
TCGA-CZ-5465-01	3.01160562271028	0.741937344729377	1.58514521986506	0.500775287912489	TCGA-CZ-5465-01	2
TCGA-B0-4712-01	1.68268837417369	2.25967759198277	2.44495233428097	1.49514876603197	TCGA-B0-4712-01	1
TCGA-CZ-5459-01	1.69744878975681	2.08318452795867	1.83098018238134	1.33236601909433	TCGA-CZ-5459-01	2
TCGA-B0-5121-01	1.89911798754855	1.8213182714696	1.65057985576528	0.751416088683921	TCGA-B0-5121-01	2
TCGA-BP-4760-01	2.23857976301813	0.122217632724249	2.14124194258528	0.832909122935104	TCGA-BP-4760-01	3
TCGA-B2-5635-01	2.02946317187359	2.63404478779171	2.6658383522929	1.55180879959746	TCGA-B2-5635-01	2
TCGA-B8-5159-01	2.24070968927596	2.40604380136228	2.18267479632149	1.30833281965018	TCGA-B8-5159-01	2
TCGA-MM-A563-01	2.32532457996354	2.87694873756402	2.68102152871429	2.42125662271154	TCGA-MM-A563-01	3
TCGA-B0-5092-01	2.33020026002702	4.30864916486911	2.43449016387398	2.94759189822606	TCGA-B0-5092-01	1
TCGA-B0-5693-01	2.13653050866396	0.783901543828409	2.10046890887191	0.22314355131421	TCGA-B0-5693-01	2
TCGA-CZ-5457-01	2.32238772029023	1.73695123273306	2.30757263450508	0.609765571620894	TCGA-CZ-5457-01	2
TCGA-B2-5639-01	1.99197551589856	1.36353737399727	2.05540496385159	1.36353737399727	TCGA-B2-5639-01	3
TCGA-B0-4811-01	1.49065437644413	1.35840915763035	1.14740245283754	1.24703229378638	TCGA-B0-4811-01	3
TCGA-B0-5096-01	0.963174317773006	2.09924416897602	2.16447179086441	0.746687947487975	TCGA-B0-5096-01	1
TCGA-CJ-4916-01	2.42303124606991	4.02660091013558	2.65112705370259	2.63476240533238	TCGA-CJ-4916-01	2
TCGA-CW-5591-01	1.53901544813755	0.582215619852664	1.84530023615608	0.122217632724249	TCGA-CW-5591-01	3
TCGA-CJ-4903-01	2.2554934854602	2.23430625224075	2.49979526228175	1.48160454092422	TCGA-CJ-4903-01	2
TCGA-B8-5550-01	2.10046890887191	1.82454929205105	2.31352503303238	0.598836501088704	TCGA-B8-5550-01	3
TCGA-B0-5094-01	1.27256559579155	1.53686721959926	1.47247205736094	0.845868267577609	TCGA-B0-5094-01	1
TCGA-CJ-4920-01	1.68268837417369	1.05779029414785	2.00012773496011	1.09861228866811	TCGA-CJ-4920-01	3
TCGA-BP-5181-01	1.97823903617067	1.05431202977153	2.00012773496011	0.559615787935423	TCGA-BP-5181-01	2
TCGA-B0-5711-01	2.35896542643015	1.53255686809814	2.63834278867739	0.667829372575655	TCGA-B0-5711-01	2
TCGA-GK-A6C7-01	1.53255686809814	1.53255686809814	1.56861591791385	0.732367893713227	TCGA-GK-A6C7-01	2
TCGA-BP-5192-01	1.80664808172181	0.712949807856125	1.7281094421516	0.322083499169113	TCGA-BP-5192-01	2
TCGA-CZ-5988-01	1.86252854011626	1.02961941718116	2.33214389523559	0.717839793150317	TCGA-CZ-5988-01	3
TCGA-CZ-4864-01	2.94443897916644	3.36418755602825	3.24726889936942	2.05412373369555	TCGA-CZ-4864-01	3
TCGA-B0-5694-01	0.963174317773006	1.02245092770255	1.57484646766448	0.625938430866495	TCGA-B0-5694-01	3
TCGA-BP-4993-01	1.76644166124377	2.39698576841553	2.2060741926132	0.598836501088704	TCGA-BP-4993-01	2
TCGA-B0-5107-01	1.36609165380237	3.42751468997953	1.49065437644413	1.99605993274078	TCGA-B0-5107-01	1
TCGA-B0-5106-01	1.70656462316482	2.04381436403668	2.20055236742889	1.44456326924387	TCGA-B0-5106-01	3
TCGA-B0-4821-01	1.3244189574018	2.55955019278377	0.940007258491471	1.3787660946991	TCGA-B0-4821-01	1
TCGA-B0-4818-01	2.32434658477556	2.19722457733622	2.29152414563462	1.78339121955754	TCGA-B0-4818-01	2
TCGA-CZ-5461-01	1.76644166124377	1.69193913394584	2.30956070673047	1.57897870494939	TCGA-CZ-5461-01	3
TCGA-A3-3385-01	2.15292431843964	0.29266961396282	1.65441127807683	0.0392207131532813	TCGA-A3-3385-01	2
TCGA-B0-5709-01	2.30458309565672	3.01012815383772	3.00766084441926	1.43746264769429	TCGA-B0-5709-01	3
TCGA-B0-5710-01	2.19053558918542	1.33762918913861	2.30358459332713	1.07158361628019	TCGA-B0-5710-01	2
TCGA-B4-5834-01	2.03731661537916	1.11185751541813	2.63905732961526	0.887891257352457	TCGA-B4-5834-01	2
TCGA-B0-5812-01	1.98924327376169	1.01523067972906	2.46300181439995	0.62057648772511	TCGA-B0-5812-01	2
TCGA-BP-5195-01	1.47704872438835	1.27536280041261	2.16676536985151	0.940007258491471	TCGA-BP-5195-01	3
TCGA-B0-5712-01	2.15292431843964	1.96850998097255	1.13783300182139	1.11185751541813	TCGA-B0-5712-01	2
TCGA-CZ-5987-01	1.54968790802833	2.51122395810537	1.34807314829969	2.89148225218019	TCGA-CZ-5987-01	3
TCGA-CJ-5682-01	1.44926916028128	1.37118072330984	1.70292825552144	0.60431596685333	TCGA-CJ-5682-01	3
TCGA-B0-4842-01	1.31640823365572	2.65324196460721	1.59736533119983	1.19694818938897	TCGA-B0-4842-01	1
TCGA-CW-5583-01	1.92278773163446	0.970778917158225	2.00012773496011	0.576613364303994	TCGA-CW-5583-01	2
TCGA-EU-5905-01	1.24990173621434	1.1999647829284	1.84213567655312	0.378436435720245	TCGA-EU-5905-01	1
TCGA-CZ-5452-01	1.89009536994892	3.80777298405435	2.11142458753289	2.05796251000271	TCGA-CZ-5452-01	3
TCGA-CZ-4863-01	2.58776403522771	3.66047997959224	2.62394369180521	2.02287119019144	TCGA-CZ-4863-01	2
TCGA-B8-A54I-01	1.85002837735203	1.74396880539171	1.91692261218206	1.26976054486394	TCGA-B8-A54I-01	1
TCGA-B0-5109-01	1.880990602956	3.33648106694246	1.90954250488444	2.33601986908028	TCGA-B0-5109-01	1
TCGA-BP-5183-01	1.70110510095992	2.60712428251225	2.00148000021012	1.47017584510059	TCGA-BP-5183-01	3
TCGA-B0-5695-01	1.97685495290473	1.4036429994545	1.98924327376169	0.371563556432483	TCGA-B0-5695-01	2
TCGA-B8-5158-01	1.7404661748405	1.88403474533723	2.15059873599616	0.832909122935104	TCGA-B8-5158-01	1
TCGA-CZ-5455-01	3.19088778832803	3.13983261752775	3.29953372788566	2.2523438765573	TCGA-CZ-5455-01	2
TCGA-B0-5116-01	0.828551817566148	0.774727167552368	1.39376637595859	0.215111379616945	TCGA-B0-5116-01	3
TCGA-CJ-4902-01	1.70292825552144	2.07568449280212	2.35801979988215	1.5953389880546	TCGA-CJ-4902-01	3
TCGA-B0-5690-01	1.32707500145992	0.858661619037519	2.20717490818939	0.582215619852664	TCGA-B0-5690-01	2
TCGA-CJ-5676-01	1.24126858906963	2.28949985344539	2.10046890887191	0.85015092936961	TCGA-CJ-5676-01	3
TCGA-B0-5097-01	1.95586047990848	1.77664583141801	2.93225985059842	2.14358936150359	TCGA-B0-5097-01	1
TCGA-B2-4101-01	2.54002594900908	2.60343015197211	2.61520365073586	1.96990565461153	TCGA-B2-4101-01	3
TCGA-EU-5904-01	2.32238772029023	1.35583515363518	2.80154054418955	0.819779831493311	TCGA-EU-5904-01	2
TCGA-B0-5706-01	2.06305806242931	2.85761897142436	1.9213246735827	1.76473079684014	TCGA-B0-5706-01	1
TCGA-B0-4706-01	1.83258146374831	2.14593128294867	1.08180517035173	0.924258901523332	TCGA-B0-4706-01	3
TCGA-CW-6090-01	1.94161522477243	1.49962304642689	2.84549061022345	1.19392246847243	TCGA-CW-6090-01	1
TCGA-CZ-5982-01	2.06559613485778	1.17557332980424	1.79508725932073	0.693147180559945	TCGA-CZ-5982-01	2
TCGA-CJ-5671-01	1.78002421300963	2.24812890719799	2.75747508442973	0.936093359170335	TCGA-CJ-5671-01	1
TCGA-BP-5189-01	1.74571553072665	1.89461685466776	2.33020026002702	2.27315628230323	TCGA-BP-5189-01	3
TCGA-B0-5691-01	2.16791018966744	1.70292825552144	2.75556971707019	1.18478998490916	TCGA-B0-5691-01	2
TCGA-B4-5836-01	2.22786154679811	1.45395300959371	1.98650354602057	0.357674444271816	TCGA-B4-5836-01	2
TCGA-CZ-5462-01	2.30458309565672	0.985816794522765	2.17133680638409	1.30562645805244	TCGA-CZ-5462-01	3
TCGA-CJ-4905-01	1.97962120639763	0.756121979721334	2.02814824729229	0.207014169384326	TCGA-CJ-4905-01	2
TCGA-CJ-5681-01	1.78842056796254	1.09861228866811	1.04027671165515	0.662687973075237	TCGA-CJ-5681-01	1
TCGA-A3-3373-01	2.09433015417359	0.8754687373539	2.49568172295596	0.908258560176891	TCGA-A3-3373-01	2
TCGA-CJ-4908-01	2.14241634084122	2.01089499914473	2.60564826748413	0.841567185678219	TCGA-CJ-4908-01	3
TCGA-CJ-4869-01	2.00417905717929	3.77666136749747	2.287471455184	1.98924327376169	TCGA-CJ-4869-01	3
TCGA-CJ-4907-01	1.79175946922805	1.09861228866811	2.19277022698684	0.576613364303994	TCGA-CJ-4907-01	2
TCGA-CW-6093-01	1.74396880539171	0.46373401623214	1.75267208052001	0.165514438477573	TCGA-CW-6093-01	2
TCGA-DV-A4VZ-01	2.34755845863678	0.625938430866495	0.398776119957368	0.371563556432483	TCGA-DV-A4VZ-01	1
TCGA-B2-5641-01	1.94304891677428	3.34250838531348	2.99272776453369	1.98924327376169	TCGA-B2-5641-01	3
TCGA-BP-5182-01	2.19611284848353	2.07065303564676	2.84141491316963	1.67335123817775	TCGA-BP-5182-01	3
TCGA-CJ-6030-01	1.77495235091167	2.32825283974262	2.33891702224144	1.84371920815877	TCGA-CJ-6030-01	3
TCGA-CJ-4882-01	1.60542989103656	2.98365969231972	2.30158459266046	2.79422789734326	TCGA-CJ-4882-01	1
TCGA-DV-5566-01	1.71739505393919	1.43508452528932	1.61342993370364	0.924258901523332	TCGA-DV-5566-01	2
TCGA-A3-3387-01	1.6752256529721	1.20896034583698	2.40874528882244	1.8961194845523	TCGA-A3-3387-01	3
TCGA-B8-5552-01	2.48989419129904	1.60542989103656	2.48989419129904	1.48387468945875	TCGA-B8-5552-01	2
TCGA-CZ-5466-01	1.79674701073909	2.52091708731103	2.35612585992208	1.4747630091075	TCGA-CZ-5466-01	3
TCGA-EU-5906-01	2.14241634084122	1.08180517035173	2.2213750375685	0.587786664902119	TCGA-EU-5906-01	2
TCGA-BP-5196-01	1.55180879959746	2.93757335938046	1.56861591791385	1.9643112344262	TCGA-BP-5196-01	1
TCGA-CJ-5683-01	1.31372366828506	1.09192330051731	1.54543258245819	0.678033542749897	TCGA-CJ-5683-01	2
TCGA-CJ-5684-01	1.7227665977411	2.40874528882244	1.76473079684014	0.488580014818671	TCGA-CJ-5684-01	2
TCGA-B0-5399-01	2.14476100780048	1.7561322915849	1.85941811770187	1.55814461804655	TCGA-B0-5399-01	2
TCGA-B0-5696-01	2.87073578337931	1.1999647829284	2.27931646605469	0.593326845277734	TCGA-B0-5696-01	2
TCGA-B4-5377-01	2.39880395073459	2.12106321637066	2.31352503303238	1.40118297361364	TCGA-B4-5377-01	2
TCGA-BP-5178-01	1.12167756159911	1.93152141160321	1.61541998411165	1.78002421300963	TCGA-BP-5178-01	1
TCGA-CJ-4912-01	1.00063188030791	1.44220199305819	1.30562645805244	0.920282753143692	TCGA-CJ-4912-01	1
TCGA-BP-5198-01	1.19088756477728	2.12226153886276	2.24070968927596	1.5953389880546	TCGA-BP-5198-01	1
TCGA-B8-A7U6-01	1.44926916028128	1.24703229378638	1.40118297361364	1.07840958135059	TCGA-B8-A7U6-01	3
TCGA-B0-4698-01	4.26563325799403	3.40086399276092	3.75349609719991	3.00914196046391	TCGA-B0-4698-01	1
TCGA-AK-3458-01	1.27536280041261	1.85002837735203	1.25561603747777	1.88555334851442	TCGA-AK-3458-01	2
TCGA-B0-4945-01	2.36555989215543	1.03318448334565	2.14476100780048	1.18784342239605	TCGA-B0-4945-01	2
TCGA-CJ-4918-01	1.51732262352629	1.88706964903238	2.4782176616372	0.970778917158225	TCGA-CJ-4918-01	1
TCGA-CJ-5679-01	0.667829372575655	0.741937344729377	0.920282753143692	0.262364264467491	TCGA-CJ-5679-01	1
TCGA-BP-5186-01	2.21046980408624	1.54329810992956	2.25654115449264	0.357674444271816	TCGA-BP-5186-01	2
TCGA-CZ-5467-01	1.51072193949494	1.22964055107451	1.8196988379173	0.506817602368452	TCGA-CZ-5467-01	3
TCGA-B0-5080-01	1.22082992139236	1.54543258245819	1.91985947185537	0.314810739840034	TCGA-B0-5080-01	1
TCGA-CZ-5451-01	2.02683159140754	2.23430625224075	2.04251818757524	0.815364813284194	TCGA-CZ-5451-01	2
TCGA-A3-3376-01	1.78170913337455	1.10194007876078	2.48989419129904	0.76080582903376	TCGA-A3-3376-01	2
TCGA-BP-5187-01	1.85473426838944	1.22964055107451	1.97962120639763	1.52822785700856	TCGA-BP-5187-01	3
TCGA-B0-5110-01	2.3494686788929	1.50851199384414	2.55877649835446	1.00063188030791	TCGA-B0-5110-01	2
TCGA-MW-A4EC-01	2.14476100780048	0.806475865866949	1.73165554515835	0.887891257352457	TCGA-MW-A4EC-01	2
TCGA-B0-5108-01	2.83085763036376	2.53923699433305	3.43204984514492	2.19722457733622	TCGA-B0-5108-01	1
TCGA-B0-5701-01	1.55603713570699	2.30657711426358	1.76814960358892	1.50407739677627	TCGA-B0-5701-01	3
TCGA-B0-5697-01	2.01623546577604	2.9871959425317	2.38600670113312	1.80005827204275	TCGA-B0-5697-01	3
TCGA-BP-5175-01	1.6094379124341	1.7509374747078	1.21194097397511	1.05779029414785	TCGA-BP-5175-01	1
TCGA-BP-5191-01	1.71739505393919	2.82908719614504	1.70656462316482	2.33795223683134	TCGA-BP-5191-01	1
TCGA-B8-A54F-01	2.16791018966744	1.46093790411566	2.05796251000271	1.95160817016995	TCGA-B8-A54F-01	3
TCGA-CZ-5469-01	0.802001585472027	1.70110510095992	1.30291275218084	0.688134638736401	TCGA-CZ-5469-01	1
TCGA-CJ-5680-01	1.53686721959926	0.65232518603969	1.16938135955632	0.65232518603969	TCGA-CJ-5680-01	3
TCGA-G6-A8L6-01	1.56861591791385	1.65057985576528	2.04122032885964	0.924258901523332	TCGA-G6-A8L6-01	3
TCGA-B0-4827-01	1.52388002407245	2.41769790009455	2.42745407503992	0.698134722070984	TCGA-B0-4827-01	1
TCGA-CZ-5985-01	2.18154676461699	2.00955541421567	2.71800053195538	1.44691898293633	TCGA-CZ-5985-01	3
TCGA-CZ-5984-01	1.55180879959746	1.38879124131848	1.5993875765806	1.48160454092422	TCGA-CZ-5984-01	3
TCGA-BP-5176-01	1.60341984010854	1.15688119679209	1.61938824328727	0.27002713721306	TCGA-BP-5176-01	2
TCGA-BP-5170-01	1.45395300959371	0.908258560176891	1.88251383249652	0.314810739840034	TCGA-BP-5170-01	3
TCGA-B0-4823-01	1.75440368268429	1.84687876844913	2.24070968927596	0.518793793415168	TCGA-B0-4823-01	3
TCGA-6D-AA2E-01	3.94352167248752	2.61006979274201	1.97269117173296	0.936093359170335	TCGA-6D-AA2E-01	3
TCGA-AK-3453-01	2.41412646772695	3.54385368206368	1.96009478404727	2.72719901994097	TCGA-AK-3453-01	3
TCGA-B0-5692-01	2.10535292346434	4.29755747804743	2.33020026002702	1.50185270175416	TCGA-B0-5692-01	3
TCGA-BP-5194-01	2.14943391349987	1.10194007876078	2.03077636969855	0.73716406597672	TCGA-BP-5194-01	2
TCGA-A3-3357-01	1.9823798288367	2.45873377548398	2.3887627892351	1.57691472072854	TCGA-A3-3357-01	3
TCGA-DV-A4VX-01	1.38379123090177	2.3823200610129	0.955511445027436	1.79175946922805	TCGA-DV-A4VX-01	1
TCGA-B0-4816-01	1.43746264769429	1.74571553072665	1.95444505150515	1.73165554515835	TCGA-B0-4816-01	3
TCGA-B0-5120-01	1.95160817016995	1.03673688495002	2.42480272571829	1.38128181929635	TCGA-B0-5120-01	3
TCGA-B8-4146-01	3.57402961243499	1.14740245283754	2.96938829821439	2.33117254984596	TCGA-B8-4146-01	2
TCGA-BP-5174-01	1.31908561142644	1.57897870494939	1.30019166206648	0.173953307123438	TCGA-BP-5174-01	3
TCGA-B8-5549-01	2.07442899985629	2.55722731136763	2.91126311692754	1.35325450704169	TCGA-B8-5549-01	2
TCGA-CJ-6032-01	1.99605993274078	1.95444505150515	2.39151130218845	0.779324876800997	TCGA-CJ-6032-01	2
